espanya,Aguilar,Pablo Aguilar Bermúdez,02/09/1989,17,26,Granada,Granada,F,10,6,236,1899,226,980,5143
espanya,Aguilar,Juan Alberto Aguilar García,06/01/1988,20,22,Sevilla,Sevilla,B,3,2,34,36,20,25,280
espanya,Aguilar,Juan Antonio Aguilar Ramos,22/04/1971,19,21,Madrid,Madrid,A,3,1,19,36,5,14,136
espanya,Aguilera,Javier Aguilera Ardilla,15/05/1995,17,17,La Laguna,Tenerife,E,1,1,0,0,0,0,0
estadosunidos,Ahearn,Blake Ahearn,27/05/1984,25,25,St. Louis,Missouri,E,1,1,13,185,11,14,325
espanya,Aísa,Juan Aísa Blanco,04/03/1971,19,28,Madrid,Madrid,E,8,5,217,1239,227,327,3735
nigeria,Akindele,Jeleel Akindele,02/04/1983,30,31,Ogun, ,P,2,2,38,363,18,243,851
espanya,Alamo,Antonio Alamo Aroca,08/02/1973,18,21,Huelva,Huelva,B,2,2,5,10,7,4,59
croacia,Alanovic,Vladan Alanovic,03/07/1967,31,31,Zadar, ,B,1,1,10,74,16,22,277
espanya,Alarcón,José María Alarcón Mestres,02/07/1966,24,30,Barcelona,Barcelona,B,7,3,183,968,314,252,3481
espanya,Alarcón,Oscar Alarcón Mora,25/07/1972,18,19,Barcelona,Barcelona,A,2,1,2,0,1,1,6
espanya,Alba,Alejandro Alba Almendro,26/11/1977,20,21,Málaga,Málaga,A,2,1,6,20,3,3,32
espanya,Albert,Alfonso Albert García,22/05/1973,18,29,Torrent,Valencia,P,12,9,267,1089,64,689,3543
espanya,Alberto Díaz,Alberto Luis Díaz Alvarez,31/10/1966,24,24,Oviedo,Asturias,P,1,1,27,70,7,28,275
espanya,Alberto Díaz,Alberto Díaz Ortiz,23/04/1994,17,21,Málaga,Málaga,B,5,3,90,356,169,162,1593
espanya,Alberto Díaz,Alberto Díaz Ferreira,08/05/1998,17,17, , ,A,1,1,0,0,0,0,0
espanya,Alberto Martín,Alberto Martín Marín,28/03/1995,17,20,Madrid,Madrid,B,4,3,27,20,13,3,88
espanya,Alberto Miguel,Alberto Miguel Martín,29/05/1977,22,28,Laredo,Cantabria,E,4,2,80,592,47,127,1865
espanya,Alberto Pérez,Alberto Pérez Garrido,15/06/1994,17,17,Cuenca,Cuenca,B,1,1,0,0,0,0,0
espanya,Alberto Ruiz,Alberto Ruiz de Galarreta Fernández,30/12/1983,19,26,Logroño,La Rioja,E,3,3,17,45,6,12,187
espanya,Aldama,Santiago Aldama Aleson,07/12/1968,22,28,Quel,La Rioja,P,7,5,166,606,38,456,2347
espanya,Alday,José Alday García,30/06/1972,19,19,Santander,Cantabria,P,1,1,1,0,0,0,0
espanya,Aldrey,Ricardo Aldrey Rey,27/01/1965,25,30,Santiago Compostela,A Coruña,B,6,4,186,1542,535,423,5588
espanya,Alejandro López,Alejandro López Laz,08/05/1991,18,20,La Laguna,Tenerife,E,3,1,6,4,1,1,15
espanya,Alejandro Suárez,Alejandro Suárez Castro,27/09/1993,17,22,Mahón,Baleares,F,5,3,87,351,11,150,1080
espanya,Alejos,Félix Alejos Martín,14/03/1973,18,18,Valladolid,Valladolid,A,1,1,1,0,0,0,3
serbia,Aleksandrov,Nemanja Aleksandrov,10/04/1987,25,25,Belgrado, ,F,1,1,10,94,3,45,265
espanya,Alemany,Pablo Jesús Alemany Espejo,12/05/1984,20,20,Cádiz,Cádiz,A,1,1,1,0,0,0,0
espanya,Alemany,Víctor Alemany Sayos,05/05/1975,17,24,Torelló,Barcelona,P,6,3,44,105,7,57,323
espanya,Aleu,Marc Aleu Consegal,21/01/1976,18,18,Barcelona,Barcelona,B,1,1,2,2,0,0,4
espanya,Alex Gómez,Alejandro Gómez Girón,20/07/1972,20,28,Barcelona,Barcelona,P,4,3,57,135,13,91,471
espanya,Alex Hernández,Alejandro Hernández Maiquez,12/02/1990,17,25,Murcia,Murcia,B,7,4,188,771,329,283,2975
holanda,Alex Rodríguez,Alejandro Rodríguez Sluismans,03/10/1970,24,27,Arnhem, ,P,4,2,128,481,32,269,1609
estadosunidos,Alexander,Demetrius Darnell Alexander,03/11/1975,28,31,St. Louis,Missouri,F,3,3,64,1042,108,444,2005
estadosunidos,Alexander,Victor Joe Alexander,31/08/1969,31,34,Detroit,Michigan,P,2,2,42,584,40,256,1218
estadosunidos,Alexander,Gary Alexander Roberts,01/11/1969,26,32,Jacksonville,Florida,P,2,3,17,115,15,74,333
estadosunidos,Alexander,Marvin Louis Alexander,18/12/1966,26,29,Memphis,Tennessee,A,3,2,52,719,77,343,1770
espanya,Alfonso García,Alfonso García Seijas,08/10/1970,21,22,Taboada,Lugo,P,2,2,9,21,1,15,39
espanya,Alfonso Reyes,Alfonso Reyes Cabanas,19/09/1971,19,34,Córdoba,Córdoba,P,15,6,406,3785,194,2136,8596
espanya,Alfonso Sánchez,Alfonso Sánchez Delgado,14/02/1987,17,28,Jaén,Jaén,E,8,5,116,550,114,150,1806
bosnia,Alibegovic,Teoman Alibegovic,11/01/1967,30,30,Zenica, ,F,1,1,21,286,17,68,579
espanya,Aliende,Guillermo Aliende Riglos,22/01/1994,16,16,Zaragoza,Zaragoza,A,1,1,0,0,0,0,0
reinounido,Allaway,James Darren Allaway,15/11/1972,24,24,Londres,Inglaterra,A,1,1,6,4,1,11,59
estadosunidos,Allen,Jerome Byron Allen,28/01/1973,29,29,Philadelphia,Pennsylvania,B,1,1,19,238,69,62,627
estadosunidos,Allen,James Randall Allen,26/01/1965,26,30,Milton,Florida,P,3,3,55,788,29,413,1876
espanya,Aller,Manuel Angel Aller Carballo,17/04/1963,27,31,Ponferrada,León,A,5,4,151,1612,342,435,4572
argentina,Alloatti,Alejandro Martín Alloatti,29/11/1984,20,22,Santo Tomé, ,F,2,2,17,24,0,17,92
espanya,Almazán,Pablo Almazán Sierra,15/01/1989,21,22,Granada,Granada,A,2,2,46,64,22,51,434
portugal,Almeida,Jose Miguel Lopes Peixoto Almeida,20/03/1986,19,19,Braga, ,A,1,1,3,2,0,0,1
espanya,Almeida,Angel Luis Almeida Sosa,02/08/1972,18,23,Las Palmas de Gran Canaria,Las Palmas,P,6,4,70,136,10,98,531
estadosunidos,Almond,Morris Almond,02/02/1985,24,24,Dalton,Georgia,A,1,1,5,24,3,9,103
espanya,Alonso,José María Alonso Calandria,23/04/1971,25,25,Linares,Jaén,E,1,1,28,125,39,43,592
espanya,Alonso,Juan Miguel Alonso Vázquez,19/02/1962,28,29,San Sebastián,Guipúzcoa,B,2,1,68,322,148,185,1881
espanya,Alonso,José Antonio Alonso Vázquez,06/04/1961,29,29,Pamplona,Navarra,B,1,1,34,109,106,69,873
espanya,Alonso,Gustavo Alonso Martín,11/02/1971,19,19,Aguilar de Campoo,Palencia,P,1,1,6,2,0,3,5
estadosunidos,Alston,Derrick Samuel Alston,20/08/1972,25,32,Bronx,New York,P,8,6,258,3811,358,1855,7987
espanya,Alvarado,Óscar Alvarado Rodríguez,06/06/1991,18,23,Las Palmas,Las Palmas,B,6,2,56,110,73,37,526
espanya,Alvarado,Javier Alvarado Rodríguez,13/04/1985,18,18,Las Palmas de Gran Canaria,Las Palmas,B,1,1,4,3,3,2,33
espanya,Alvaro Calvo,Alvaro Calvo Masa,27/03/1983,20,23,Palencia,Palencia,A,2,2,7,9,0,5,23
espanya,Álvaro Muñoz,Álvaro Muñoz Borchers,25/11/1990,19,22,Ávila,Avila,A,4,3,54,144,20,69,535
espanya,Álvaro Sanz,Álvaro Miguel Sanz Barrio,29/09/1998,17,17,Zaragoza,Zaragoza,B,1,1,3,1,0,0,4
espanya,Alzamora,Alfons Alzamora Ametller,20/05/1979,18,31,Palma de Mallorca,Baleares,P,13,8,337,1421,199,1005,5256
espanya,Alzamora,Alberto Alzamora Ametller,14/03/1974,17,25,Palma de Mallorca,Baleares,A,2,2,15,20,2,16,60
espanya,Amador,José Amador Correas,23/03/1983,17,23,Alicante,Alicante,F,4,3,13,7,1,7,44
francia,Amara Sy,Amara Sy,28/10/1981,28,28,París, ,A,1,1,16,92,9,72,351
espanya,Amat,Robert Amat García,24/02/1968,26,26,Badalona,Barcelona,E,1,1,10,4,1,0,19
estadosunidos,Amaya,Ashraf Omar Amaya,23/11/1971,32,32,Oak Park,Illinois,F,1,1,4,21,1,14,67
italia,Ambrassa,Fabrizio Ambrassa,15/04/1969,33,33,Savigliano, ,E,1,1,7,15,3,8,118
estadosunidos,Amos,Edward Amos Jr,19/09/1966,25,25,Philadelphia,Pennsylvannia,P,1,2,8,83,7,68,285
estadosunidos,Anagonye,Aloysius Anagonye,10/02/1981,24,30,Southfield,Michigan,F,2,2,29,140,13,75,457
espanya,Ander García,Ander García Urbina,05/04/1989,18,21,Bergara,Guipúzcoa,E,2,2,3,0,0,0,1
espanya,Ander Martínez,Ander Martínez de la Orden,27/06/1995,19,19,Madrid,Madrid,A,1,1,7,5,0,2,11
australia,Andersen,David Emil Andersen,23/06/1980,28,28,Carlton, ,P,1,1,31,279,33,111,643
estadosunidos,Anderson,Alan Jeffrey Anderson,16/10/1982,28,28,Minneapolis,Minnesota,A,1,1,22,237,21,64,519
estadosunidos,Anderson,Michael Levin Anderson,23/03/1966,26,30,Philadelphia,Pennsylvania,B,5,5,123,2565,616,661,4543
estadosunidos,Anderson,Mitchell Keith Anderson,23/09/1960,31,35,Chicago,Illinois,A,2,2,19,252,37,99,578
estadosunidos,Anderson,Eric Walfred Anderson,26/05/1970,24,24,Chicago,Illinois,A,1,1,38,492,18,213,1143
estadosunidos,Anderson,Jermaine Tashawn Anderson,08/02/1983,32,32,Toronto,Ontario,B,1,1,15,49,17,20,260
serbia,Andjusic,Danilo Andjusic,22/04/1991,22,23,Belgrado, ,E,2,2,64,552,52,83,1300
caboverde,Andrade,Carlos Eduardo Fernandes Vieria de Andrade,27/04/1978,30,30,Nossa Senhora da Graça, ,A,1,1,26,69,4,24,217
espanya,Andrés Jiménez,Andrés Jiménez Fernández,06/06/1962,28,35,Carmona,Sevilla,A,8,2,169,1425,144,489,3210
puertorico,Andrés Rodríguez,Andrés Guillermo Rodríguez Fernández,27/02/1981,30,33,San Juan, ,B,3,2,73,309,328,133,1580
espanya,Andreu,Enrique Andreu Balbuena,20/10/1967,23,32,Valencia,Valencia,P,10,4,275,1840,222,1222,5424
lituania,Andriuskevicius,Martynas Andriuskevicius,12/03/1986,23,24,Kaunas, ,P,2,1,68,563,36,350,1406
espanya,Ángel Hernández,Ángel Victor Hernández Martos,18/05/1991,19,19,Almería,Almería,B,1,1,22,18,9,15,113
espanya,Angelats,Nil Angelats Regincós,13/06/1993,19,21,Girona,Girona,B,3,2,7,2,4,1,32
italia,Angeli,Alessandro Angeli,08/01/1965,31,31,Rimini, ,B,1,1,5,18,6,5,65
estadosunidos,Anger,Victor Leroy Anger,05/06/1962,29,29,California,California,P,1,1,8,98,13,71,263
espanya,Angulo,Francisco Alberto Angulo Espinosa,19/06/1970,21,34,Zaragoza,Zaragoza,E,14,7,451,4708,604,1081,10111
espanya,Angulo,Lucio Angulo Espinosa,09/04/1973,20,33,Zaragoza,Zaragoza,A,14,7,453,3540,509,1204,9347
espanya,Angulo,Fernando Angulo Fernández,11/06/1967,23,23,Miranda de Ebro,Burgos,A,1,1,33,161,12,66,616
estadosunidos,Ansley,Michael Antonio Ansley,08/02/1967,24,33,Birmingham,Alabama,A,6,5,168,3152,146,1064,5416
australia,Anstey,Christopher Anstey,01/01/1975,30,30,Melbourne, ,P,1,1,10,69,3,46,178
espanya,Antelo,José Angel Antelo Paredes,07/05/1987,16,28,Santiago de Compostela,A Coruña,F,8,5,150,1185,77,612,2703
espanya,Antonio Díaz,Antonio Díaz Cerrejón,25/04/1977,20,21,La Palma del Condado,Huelva,B,2,1,12,17,10,7,69
sin pais,Antonio Miguel,Antonio Miguel Ruiz,23/03/1986,18,18, , ,B,1,1,1,3,0,0,1
espanya,Antúnez,José Miguel Antúnez Melero,21/02/1967,23,35,Madrid,Madrid,B,12,7,400,3146,1016,705,9379
espanya,Antuña,Alberto Antuña Leal,19/10/1991,17,17,Murcia,Murcia,B,1,1,0,0,0,0,0
espanya,Aparicio,Angel Aparicio Peraire,14/08/1992,18,18,Benicarló,Castellón,A,1,1,1,0,0,1,3
italia,Aradori,Pietro Aradori,09/12/1988,26,26,Brescia, ,E,1,1,20,262,40,61,485
espanya,Arcega,José Angel Arcega Aperte,31/05/1964,26,36,Zaragoza,Zaragoza,B,11,5,331,2918,956,671,9121
espanya,Arcega,Joaquín Arcega Aperte,25/04/1968,24,27,Zaragoza,Zaragoza,B,4,3,86,390,58,68,1127
espanya,Arcega,Fernando Arcega Aperte,03/09/1960,30,34,Zaragoza,Zaragoza,A,5,3,124,985,108,247,2334
reinounido,Archibald,Robert Michael Archibald,29/03/1980,24,31,Paisley,Escocia,P,7,4,177,1228,122,661,2967
espanya,Arco,José Salvador Arco Frías,25/10/1984,19,31,Berga,Barcelona,E,5,5,106,629,94,160,1690
espanya,Argos,Eduardo Argos Ortega,11/11/1981,17,19,Torrelavega,Cantabria,B,2,2,12,14,4,5,49
espanya,Arias,Braulio Arias Hernández,10/10/1972,19,21,Murcia,Murcia,B,2,2,12,26,8,4,83
espanya,Ariño,Javier Ariño Fortuny,22/11/1972,19,19,Lleida,Lleida,P,1,1,1,0,0,1,6
estadosunidos,Arlauckas,Joseph John Arlauckas,20/07/1965,25,32,Rochester,New York,A,8,3,235,4769,401,1749,7763
estadosunidos,Armstrong,Darrell Eugene Armstrong,22/06/1968,26,26,Gastonia,North Carolina,B,1,1,38,936,94,170,1481
espanya,Arnau,Víctor Arnau Genís,11/05/1991,18,19,Valencia,Valencia,B,2,1,0,0,0,0,0
estadosunidos,Arnold,Jamie Arnold,10/03/1975,28,29,Detroit,Michigan,F,2,1,51,823,45,318,1380
estadosunidos,Arnold,Marcus Arnold,28/01/1984,29,29,Chicago,Illinois,P,1,1,33,230,6,131,626
espanya,Arranz,César Mariano Arranz Martín,19/12/1969,21,31,Talavera de la Reina,Toledo,P,11,8,289,1220,76,1064,4945
espanya,Arranz,Jonathan Arranz Pardo,07/12/1994,18,19,Valladolid,Valladolid,B,2,1,2,3,1,0,4
puertorico,Arroyo,Carlos Alberto Arroyo Bermúdez,30/07/1979,22,36,Fajardo, ,B,2,2,29,167,70,26,440
turquia,Arslan,Ender Arslan,13/01/1983,23,23,Estambul, ,E,1,1,8,41,9,12,105
espanya,Arteaga,Víctor Jesús Arteaga González,07/07/1992,17,23,Cuenca,Cuenca,F,6,4,43,148,3,90,409
espanya,Arteaga,Oliver Arteaga Padrón,04/01/1983,19,30,El Hierro,Tenerife,P,5,4,98,460,29,292,1347
espanya,Artiles,José Carmelo Artiles Morales,29/11/1967,28,29,Telde,Las Palmas,A,2,1,32,131,3,49,379
espanya,Arturo Fernández,Arturo Fernández Rodríguez,01/08/1990,19,19,Valladolid,Valladolid,B,1,1,0,0,0,0,0
espanya,Arzallus,Asier Arzallus Gil,20/04/1983,20,21,Pamplona,Navarra,P,2,1,0,0,0,0,0
estadosunidos,Asbury,Brian Asbury,01/10/1986,26,26,Miami,Florida,A,1,1,34,221,20,78,610
espanya,Asier Alonso,Asier Alonso Sanz,12/03/1984,19,19,Vitoria-Gasteiz,Alava,B,1,1,0,0,0,0,0
espanya,Asier García,Asier García Regueiro,14/12/1978,20,27,Salamanca,Salamanca,P,6,4,88,319,30,106,814
espanya,Asier Martínez,Álvaro Asier Martínez Garzo,20/04/1992,17,17,Valladolid,Valladolid,E,1,1,0,0,0,0,0
espanya,Aspe,Alberto Aspe Ortiz,13/05/1987,16,19,Madrid,Madrid,E,3,2,1,0,0,0,1
espanya,Assalit,Xavier Assalit,09/06/1995,18,18,Barcelona,Barcelona,B,1,1,8,0,0,0,14
estadosunidos,Asselin,Josh Asselin,24/12/1978,29,35,Caro,Michigan,P,7,6,216,2279,146,900,4989
sin pais,Astilleros,Fabio Astilleros Hernández,29/04/1994,17,17, , ,A,1,1,1,0,0,0,0
estadosunidos,Atkinson,Kenneth Neil Atkinson,02/06/1967,28,28,Huntington,New York,B,1,1,1,0,1,0,3
italia,Attruia,Stefano Attruia,04/06/1969,32,32,Trieste, ,B,1,1,15,94,24,19,276
republicacheca,Auda,Patrik Auda,29/08/1989,26,26,Invancice, ,F,1,1,10,91,6,46,236
estadosunidos,Augustine,James Dale Augustine,27/02/1984,24,27,Midlothian,Illinois,F,4,4,115,1054,114,787,2843
espanya,Aurioles,Francisco Javier Aurioles Moreno,17/04/1968,23,29,Benalmádena,Málaga,B,2,2,39,91,30,18,437
estadosunidos,Austin,Mario Trevon Austin,26/02/1982,27,27,Livingston,Alabama,P,1,1,16,162,13,62,328
espanya,Avalos,Francisco Avalos Luengo,29/06/1973,18,25,Córdoba,Córdoba,B,8,4,174,744,156,189,2984
serbia,Avdalovic,Vule Avdalovic,24/11/1981,24,28,Gacko, ,B,5,2,135,1353,374,157,3151
bosnia,Avdic,Samir Avdic,21/03/1967,26,26,Sarajevo, ,A,1,1,27,371,22,89,739
bulgaria,Avramov,Bozhidar Svilenov Avramov,08/03/1990,17,19,Varna, ,B,3,2,13,11,4,3,36
mexico,Ayón,Gustavo Alfonso Ayón Aguirre,01/04/1985,23,30,Tepic, ,F,5,4,107,1064,175,640,2256
espanya,Azcón,Enrique Azcón Vita,14/05/1964,26,29,Badalona,Barcelona,B,2,2,35,88,48,27,391
espanya,Azofra,Ignacio Azofra De la Cuesta,23/07/1969,21,37,Madrid,Madrid,B,17,5,550,3217,1790,1138,12040
serbia,Babic,Milos Babic,23/11/1967,29,29,Kraljevo, ,P,1,1,3,27,2,19,74
rusia,Babkov,Serguei Babkov,05/06/1967,27,32,Novosibirsk, ,E,6,2,195,3179,302,348,6017
hungria,Bader,Marton Bader,23/09/1980,25,25,Budapest, ,P,1,1,17,52,2,48,194
espanya,Baena,José Angel Baena Serrano,10/05/1967,23,23,Córdoba,Córdoba,A,1,1,10,11,3,14,68
republicadominicana,Báez,Eulis Báez Benjamín,18/03/1982,27,33,Santo Domingo, ,F,7,3,218,1886,312,1086,5210
espanya,Báez,José Adrián Báez Batista,24/10/1993,19,19, , ,B,1,1,2,4,0,0,0
espanya,Baeza,Valentín Javier Baeza Barrantes,23/11/1967,23,27,Pontevedra,Pontevedra,P,4,4,75,196,14,159,833
alemania,Bagaric,Dalibor Bagaric,02/07/1980,26,31,Munich, ,P,2,2,28,159,11,96,368
estadosunidos,Bailey,Maurice Edward Bailey,30/10/1981,28,28,Hempstead,New York,B,1,1,4,27,6,3,61
estadosunidos,Bailey,John Garfield Bailey,19/11/1975,32,32,California,California,A,1,1,14,140,18,52,319
espanya,Balcells,Salvador Balcells Sambola,08/07/1972,19,19,Esplugues Llobregat,Barcelona,P,1,1,1,0,0,0,2
argentina,Baldo,Víctor Fabián Baldo,04/03/1977,25,33,San Nicolás, ,F,9,7,216,852,104,554,2800
espanya,Ballesta,Juan Ballesta Viñas,27/12/1992,21,21,Murcia,Murcia,B,1,1,2,0,1,0,2
espanya,Balmón,José María Balmón Calvente,27/05/1981,25,27,Algeciras,Cádiz,P,2,2,35,35,1,17,115
espanya,Baltanás,Marcos Antonio Baltanás Ruiz,13/06/1976,26,26,Málaga,Málaga,E,1,1,1,5,0,0,1
republicacheca,Balvin,Ondrej Balvin,20/09/1992,18,23,Usti nad Labem, ,P,6,3,137,786,64,701,2475
estadosunidos,Bamforth,Scott Douglas Bamforth,12/08/1989,24,26,Albuquerque,New Mexico,E,3,3,93,996,172,317,2406
croacia,Banic,Marko Banic,31/08/1984,21,29,Zadar, ,F,8,5,263,2702,176,1141,6209
estadosunidos,Bannister,Kenneth Darnell Bannister,01/04/1960,33,36,Baltimore,Maryland,P,4,4,114,1621,98,882,3698
estadosunidos,Baptist,Billy Baptist,19/08/1987,23,23,East Peoria,Illinois,E,1,2,4,8,0,9,32
bosnia,Barac,Stanko Barac,19/07/1986,21,24,Mostar, ,P,4,3,108,799,81,498,1839
estadosunidos,Barbour,Antwain La'mar Barbour,27/06/1982,27,27,Elizabethtown,Kentucky,E,1,1,34,427,56,94,944
espanya,Bárcenas,Enrique Bárcenas De la Banda,05/06/1973,22,30,Aranjuez,Madrid,A,6,4,118,491,60,290,1619
estadosunidos,Bardo,Stephen Dean Bardo,05/04/1968,26,26,Henderson,Kentucky,E,1,1,15,161,26,53,407
australia,Barlow,David Thomas Barlow,22/10/1983,27,29,Melbourne, ,A,3,2,101,768,104,478,2496
espanya,Barneda,Raimundo Barneda Domingo,03/12/1968,22,28,Vilanova i la Geltrú,Barcelona,A,6,5,149,890,127,266,2622
estadosunidos,Barnes,Demonico Lamont Barnes,04/09/1978,28,34,Lexington,Kentucky,P,7,6,199,1559,137,1081,4701
estadosunidos,Barnhard,Brooks Carter Barnhard,26/10/1970,24,24,San Diego,California,A,1,1,9,41,2,20,129
sin pais,Barnich,Juan Barnich Giménez,23/06/1972,18,18, , ,A,1,1,4,6,1,2,12
estadosunidos,Baron,Jimmy Baron Jr.,23/05/1986,24,28,East Greenwich,Rhode Island,E,3,2,84,1125,86,162,2272
espanya,Barreiro,Jonathan Barreiro Rodríguez,16/01/1997,16,16,Cerceda,A Coruña,A,1,1,2,3,0,0,3
espanya,Barrera,Alex Barrera Pasan,01/04/1992,19,23,Esplugues de Llobregat,Barcelona,E,5,3,106,278,43,92,1086
espanya,Barreras,Santiago Barreras Ochoa,15/03/1980,19,21,Colindres,Cantabria,P,3,1,24,10,2,9,80
estadosunidos,Barrett,Andre Barrett,21/02/1982,26,26,Bronx,New York,B,1,1,26,76,35,20,298
senegal,Barro,Mouhamed Barro,10/05/1995,18,19,Pikine, ,F,2,1,2,4,0,2,19
espanya,Barros,Juan Carlos Barros Martínez,29/05/1967,23,29,A Coruña,A Coruña,A,7,4,180,1247,131,420,3346
espanya,Barroso,Luis Barroso Alvarez,09/01/1971,19,26,Madrid,Madrid,E,3,3,47,154,19,34,546
estadosunidos,Barry,Richard Francis Barry,13/08/1966,26,38,Danville,California,E,2,2,20,72,43,26,315
republicacheca,Barton,Lubos Barton,07/04/1980,25,33,Ceska Lispa, ,A,8,6,180,1357,216,655,3703
italia,Basile,Gianluca Basile,24/01/1975,30,35,Ruvo di Puglia, ,E,6,3,160,1207,221,314,3466
espanya,Baskones,Iker Baskones Legarda,26/07/1983,20,20,Vitoria-Gasteiz,Alava,E,1,1,0,0,0,0,0
espanya,Bassas,Ferran Bassas Navarra,29/04/1992,19,19,Barcelona,Barcelona,B,1,1,3,7,2,2,37
estadosunidos,Baston,Maceo Demond Baston,29/05/1976,25,26,Corsicana,Texas,F,2,1,50,792,40,332,1509
espanya,Basurto,José Manuel Basurto Barcena,27/01/1976,24,24,Santander,Cantabria,E,1,1,23,61,8,25,321
uruguay,Batista,Esteban Damián Batista Hernández,02/09/1983,26,27,Montevideo, ,P,2,3,65,774,82,480,1691
espanya,Batista,Alvaro Batista Ramos,18/03/1975,21,21,Santa Cruz de Tenerife,Tenerife,A,1,1,2,0,0,0,4
estadosunidos,Battle,Robert Clark Battle,05/05/1981,28,28,Philadelphia,Pennsylvania,P,1,1,34,307,32,185,880
estadosunidos,Baxter,Lonny Baxter,27/01/1979,28,28,Whasington D.C., ,F,1,1,9,19,2,8,79
espanya,Baydal,Juan Luis Baydal Castelló,15/05/1975,17,17,Alicante,Alicante,E,1,1,1,0,0,0,0
espanya,Bazán,Manuel Bazán García,02/03/1971,26,26,Algar,Cádiz,P,1,1,3,0,1,1,22
rusia,Bazarevich,Serguei Valerianovich Bazarevich,16/03/1965,29,29,Moscú, ,B,1,1,14,266,40,35,469
croacia,Bazdaric,Marino Bazdaric,25/11/1978,28,30,Rijeka, ,E,3,1,92,978,150,254,2350
estadosunidos,Beard,Joseph Edward Beard,21/02/1975,26,26,Fairfax,Virginia,F,1,1,29,165,17,150,578
estadosunidos,Beasley,Jerome Beasley,17/05/1980,25,25,Compton,California,F,1,1,3,20,1,7,43
estadosunidos,Beechum,Hurl Luther Beechum III,02/05/1973,29,33,Des Moines,Iowa,A,3,3,81,967,69,205,2206
bosnia,Begic,Mirza Begic,09/07/1985,25,30,Bijeljina, ,P,5,3,120,689,43,444,1738
espanya,Beirán,Javier Beirán Amigo,22/05/1987,18,28,Madrid,Madrid,A,11,6,252,1377,292,1044,4951
republicadelcongo,Belemene,Judicaël Romaric Belemene Dzabatou,19/02/1997,17,18,Pointe-Noire, ,A,2,1,5,1,0,2,7
estadosunidos,Bell,Charlie Bell,12/03/1979,25,25,Flint,Michigan,E,1,1,28,756,53,91,936
estadosunidos,Bell,Troy Delvon Bell,10/11/1980,24,24,Minneapolis,Minnessota,B,1,1,2,6,3,2,43
estadosunidos,Bell,Johneirio Terrell Bell,15/12/1973,23,23,Athens,Georgia,P,1,1,8,16,1,24,91
espanya,Bellas,Tomás Bellas García,24/06/1987,22,28,Madrid,Madrid,B,7,3,237,1519,745,412,5263
espanya,Bello,Pedro Javier Bello Ruiz,04/11/1972,19,19,Córdoba,Córdoba,B,1,1,1,0,0,0,0
